nama_pemda,tahun,pendapatan_total,belanja_total,blj_tdk_langsung,blj_pegawai,blj_hibah,blj_bansos,blj_bagi_hasil,blj_bantuan_keu,blj_tdk_terduga,blj_langsung,blj_barang_jasa,blj_modal,pembiayaan,rasio_pegawai_pct,rasio_modal_pct,rasio_barang_jasa_pct,rasio_bansos_pct,rasio_hibah_pct,rasio_bantuan_keu_pct,ipm,tpt,kemiskinan_pct,pdrb_per_kapita,ipm_lag1,kemiskinan_lag1,delta_ipm,delta_kemiskinan,belanja_per_pdrb,klaster
Kota Malang,2015,1829.072689718,1803.420540917,999.34878546,931.090867802,66.4928775,0.3975,0.0750366,0.635264957,0.657238601,804.071755457,466.42419649,337.647558967,608.025649555,51.63,18.72,25.86,0.02,3.69,0.04,79.69,7.73,5.22,51063,79.06,5.32,0.63,-0.1,35317.5595,0
Kota Malang,2016,1741.394050045,1710.076602292,934.399602292,875.928,57.42562,0.0,0.0787662,0.635264957,0.331951135,775.677,582.01,193.667,273.689,51.22,11.33,34.03,0.0,3.36,0.04,80.46,7.04,4.93,56100,79.69,5.22,0.77,-0.29,30482.6489,0
Kota Malang,2017,1971.91665766,1813.923922301,791.555650774,704.946401767,85.9675,0.0,0.00648405,0.635264957,0.0,1022.368271527,681.87391636,340.494355167,242.605705627,38.86,18.77,37.59,0.0,4.74,0.04,80.65,6.96,4.6,62110,80.46,4.93,0.19,-0.33,29205.0221,0
Kota Malang,2018,2040.1942409066696,1813.923922301,834.82006207328,761.21173240301,72.93898533327001,0.0,0.0,0.635263795,0.034080542,1090.25058979527,739.04732089841,351.20326889686,374.39944457866,41.96,19.36,40.74,0.0,4.02,0.04,80.98,7.24,4.29,69054,80.65,4.6,0.33,-0.31,26268.1948,0
Kota Mojokerto,2014,689.559351473,631.97941451,296.744006839,268.740132667,25.6419475,1.70225,0.0,0.452105072,0.2075716,335.235407671,193.64345974,141.591947931,109.414109727,42.52,22.4,30.64,0.27,4.06,0.07,76.55,7.47,8.76,43260,75.98,9.32,0.57,-0.56,14608.863,0
Kota Mojokerto,2015,717.544079473,706.783751689,335.763175823,289.483975217,43.8118355,1.9885,0.0,0.456238656,0.02262645,371.020575866,235.051727769,135.968848097,333.985715563,40.96,19.24,33.26,0.28,6.2,0.06,77.11,7.83,8.56,47314,76.55,8.76,0.56,-0.2,14938.1526,0
Kota Mojokerto,2016,806.771533067,944.717773724,344.294773724,311.305,30.641818992,1.8293035,0.0,0.518651232,0.0,600.423,296.686,303.737,169.060055,32.95,32.15,31.4,0.19,3.24,0.05,77.7,7.15,8.39,51847,77.11,8.56,0.59,-0.17,18221.2621,0
Kota Mojokerto,2017,782.331264435,739.086252868,268.07466041,237.099914204,27.20553835,3.19176,0.0,0.562049856,0.015398,471.011592458,349.866675729,121.144916729,31.165353996,32.08,16.39,47.34,0.43,3.68,0.08,78.26,7.04,7.9,57222,77.7,8.39,0.56,-0.49,12916.1206,0
Kota Mojokerto,2018,887.59287541226,739.086252868,376.414280168,335.652738542,35.66746127,4.07995,0.0,0.762049856,0.2520805,431.7490544482,312.31478200134,119.43427244686,74.42881556203,45.41,16.16,42.26,0.55,4.83,0.1,78.85,7.32,7.49,63380,78.26,7.9,0.59,-0.41,11661.1905,0
Kota Pasuruan,2014,701.582534366,637.201523936,400.095596075,355.843748795,32.9216578,9.4574771,0.0,1.87271238,0.0,237.105927861,128.1272818,108.978646061,33.288270755,55.84,17.1,20.11,1.48,5.17,0.29,72.78,6.59,7.74,31293,72.12,8.15,0.66,-0.41,20362.4301,1
Kota Pasuruan,2015,738.780208092,740.79689063,376.482160755,323.868144835,40.6721676,10.0415279,0.0,1.90032042,0.0,364.314729875,205.136569134,159.178160741,201.519972987,43.72,21.49,27.69,1.36,5.49,0.26,73.5,6.92,7.66,34266,72.78,7.74,0.72,-0.08,21619.0069,0
Kota Pasuruan,2016,789.261077497,785.40861017,431.58361017,389.444,29.6381408,11.94844695,0.0,0.47262042,0.080402,353.825,181.316,172.509,102.819550736,49.58,21.96,23.09,1.52,3.77,0.06,74.17,6.26,7.51,37573,73.5,7.66,0.67,-0.15,20903.5374,0
Kota Pasuruan,2017,842.685745332,819.502697452,339.718936439,294.061832219,35.3981241,9.74545308,0.0,0.51352704,0.0,479.783761013,259.782744187,220.001016826,104.141875416,35.88,26.85,31.7,1.19,4.32,0.06,74.68,6.17,7.12,41459,74.17,7.51,0.51,-0.39,19766.5814,0
Kota Pasuruan,2018,903.24373227931,809.43761103798,377.127536345,317.850830487,42.808174575,9.820484243,0.0,6.64804704,0.0,432.31007469298,248.04266499639,184.26740969659,104.141875416,39.27,22.76,30.64,1.21,5.29,0.82,75.44,6.42,6.87,45927,74.68,7.12,0.76,-0.25,17624.439,0
Kota Probolinggo,2014,872.815764197,778.254103608,440.719755775,422.615706461,12.223966,4.20545,0.0,0.643396802,1.031236512,337.534347833,230.610989994,106.923357839,74.163283602,54.3,13.74,29.63,0.54,1.57,0.08,71.04,5.58,9.64,30671,70.28,9.91,0.76,-0.27,25374.2657,1
Kota Probolinggo,2015,859.993069407,731.680260277,459.321844328,439.586833405,15.377755,2.230815925,0.0,0.463139998,1.6633,272.358415949,198.066714766,74.291701183,465.762697515,60.08,10.15,27.07,0.3,2.1,0.06,71.62,5.92,9.52,33561,71.04,9.64,0.58,-0.12,21801.5035,1
Kota Probolinggo,2016,886.18605062,911.768886207,454.229886207,428.462,22.092733,1.29885,0.0,0.575955036,1.767288171,457.539,309.833,147.706,294.538,46.99,16.2,33.98,0.14,2.42,0.06,72.31,5.27,9.24,36763,71.62,9.52,0.69,-0.28,24801.2645,0
Kota Probolinggo,2017,910.852078016,957.59828455,393.248756541,368.838468936,21.843899892,1.70652285,0.0,0.752045863,0.059369,564.349528009,325.168161073,239.181366936,270.343448077,38.52,24.98,33.96,0.18,2.28,0.08,73.04,5.24,8.93,40484,72.31,9.24,0.73,-0.31,23653.7468,0
Kota Probolinggo,2018,987.6021319679,947.11297104046,427.916724927,392.267762855,32.726759495,1.54815,0.0,1.252045864,0.063206713,519.19624611346,356.4092569502,162.78698916326002,270.343448077,41.42,17.19,37.63,0.16,3.46,0.13,73.68,5.49,8.5,44869,73.04,8.93,0.64,-0.43,21108.4038,0
Kota Surabaya,2014,6052.441118039,5707.378466054,2488.949668923,2187.887736524,300.184342399,0.08967,0.0,0.78792,0.0,3218.428797131,1814.06237171,1404.366425421,966.481888081,38.33,24.61,31.78,0.0,5.26,0.01,79.17,6.81,5.79,113501,78.51,5.98,0.66,-0.19,50284.8298,0
Kota Surabaya,2015,6619.031160936,6490.359759532,2579.261371006,2326.41755336,252.111246646,0.0,0.0,0.732571,0.0,3911.098388526,2125.973133026,1785.1252555,2701.188212405,35.84,27.5,32.76,0.0,3.88,0.01,79.69,7.05,5.82,124266,79.17,5.79,0.52,0.03,52229.5701,0
Kota Surabaya,2016,6825.7514,7151.661678,2775.581678,2540.96,214.488,0.0,0.0,1.12827,0.0,4376.08,2586.69,1789.39,1394.943183336,35.53,25.02,36.17,0.0,3.0,0.02,80.38,6.46,5.64,136404,79.69,5.82,0.69,-0.18,52429.9997,0
Kota Surabaya,2017,8033.57316367,7912.409152257,2509.12451229,2396.243239235,111.504410055,0.0,0.0,1.376863,0.0,5403.284639967,2885.392981721,2517.891658246,1068.144127993,30.28,31.82,36.47,0.0,1.41,0.02,81.07,6.26,5.26,150886,80.38,5.64,0.69,-0.38,52439.6508,0
Kota Surabaya,2018,8033.57316367,8176.92949629863,1956.46083570868,1857.79438564068,81.167517434,1.70829,9.25474299,0.45,6.085899644,6220.468660589951,3790.4076212805,2430.0610393094503,1201.99519468045,22.72,29.72,46.35,0.02,0.99,0.01,81.74,6.52,4.97,167316,81.07,5.26,0.67,-0.29,48871.1749,0
